"","hhpiso","hhrooms","hhwater","hhwaterin","hhbano","hhownhouse","hhsize","hhelect","clus","headmale","headage","heademp","wifeage","wifeeduc","headeduc","child_0to5","boy_0to5","index","conspcfood_t0","conspcfood_t1","conspcfood_t2","conspcnonfood_t0","conspcnonfood_t1","conspcnonfood_t2","conspc_t0","conspc_t1","conspc_t2"
"2350",1,1,0,0,0,1,6,1,160,1,44,1,39,NA,6,1,0,2.26300001144409,88.4533309936523,115.559997558594,165.49333190918,15.7688884735107,68.7133331298828,13.6133327484131,104.222221374512,184.273330688477,179.106658935547
"2351",1,1,1,0,1,0,7,1,160,1,30,1,34,3,6,2,2,0.946666657924652,81.3199996948242,163.862854003906,191.17333984375,81.7390441894531,42.8361892700195,60.1866683959961,163.059051513672,206.699035644531,251.360015869141
"2352",1,1,1,0,1,0,4,1,160,1,23,1,27,4,7,2,2,0.433000028133392,315.649993896484,199.020004272461,217.210006713867,69.3066711425781,76.0699996948242,77.9033355712891,384.956665039062,275.089996337891,295.113342285156
"2353",1,1,1,0,1,1,4,1,160,2,43,1,40,2,NA,0,0,-0.212000012397766,306.019989013672,490.773345947266,285.333343505859,242.740005493164,578.133361816406,308.066650390625,548.760009765625,1068.90673828125,593.400024414062
"2354",1,1,1,0,1,0,4,1,160,1,25,1,22,4,7,2,1,0.443000018596649,184.039993286133,161.570007324219,196.880004882812,87.8233337402344,50,131.300003051758,271.863342285156,211.570007324219,328.179992675781
"2355",0,1,1,0,0,1,5,1,160,1,32,1,29,2,6,1,1,2.39100003242493,116.416000366211,62.4879989624023,265.359985351562,16.8560009002686,79.5226669311523,139.100006103516,133.272003173828,142.010665893555,404.459991455078
"2356",1,2,1,0,1,1,4,1,160,1,35,1,34,2,9,0,0,-0.291999995708466,105.930000305176,142.309997558594,360.946655273438,59.0566673278809,66.6666641235352,214.133331298828,164.986663818359,208.976654052734,575.079956054688
"2357",0,1,0,0,1,1,5,1,160,1,42,1,21,2,6,2,2,1.13749992847443,93.3040008544922,95.586669921875,164.066665649414,28.3786659240723,25.4355564117432,22.6866664886475,121.682662963867,121.02222442627,186.753326416016
"2358",1,2,1,1,1,1,5,1,160,1,40,1,35,2,6,1,0,0.316666662693024,297.032012939453,158.360000610352,451.111999511719,193.525329589844,93.5893402099609,146.405334472656,490.557342529297,251.949340820312,597.517333984375
"2359",1,1,1,0,1,0,4,1,160,1,24,1,25,3,13,2,1,0.438000023365021,285.690002441406,267.928009033203,419.440002441406,45.4733352661133,105.522666931152,88.8933334350586,331.163330078125,373.45068359375,508.333343505859
"2360",1,1,1,0,1,0,4,1,160,1,38,1,37,2,6,0,0,0.00800001341849566,190.460006713867,203.300003051758,420.510009765625,77.6033325195312,95.7366638183594,325.886657714844,268.063354492188,299.036682128906,746.396667480469
"2361",0,1,0,0,0,1,5,1,160,1,37,1,33,NA,1,0,0,2.16700005531311,214,458.816009521484,696.783996582031,15.1786670684814,61.2719993591309,54.568000793457,229.178665161133,520.088012695312,751.351989746094
"2362",1,2,1,1,1,1,8,1,160,1,50,1,49,3,8,1,1,0.567266643047333,131.610000610352,202.382858276367,247.628570556641,63.5950012207031,234.830474853516,145.087615966797,195.205001831055,437.213317871094,392.716186523438
"2363",1,1,1,0,1,1,6,1,160,1,28,1,24,2,8,3,0,1.00499999523163,129.113327026367,253.233337402344,291.040008544922,52.3466644287109,18.6399993896484,94.3933334350586,181.459991455078,271.873352050781,385.433349609375
"2364",1,1,0,0,1,0,6,1,160,1,51,1,34,NA,1,0,0,1.2279999256134,138.386672973633,255.373336791992,368.079986572266,40.7599983215332,139.16667175293,175.708892822266,179.146667480469,394.540008544922,543.788879394531
"2365",0,2,1,0,1,1,6,1,160,1,52,1,42,NA,3,0,0,0.943999946117401,53.5,147.660003662109,166.919998168945,8.99333381652832,15.9733333587646,21.1111106872559,62.4933319091797,163.633331298828,188.031112670898
"2366",1,1,0,0,1,0,4,1,160,1,30,1,28,3,8,0,0,0.696000039577484,114.48999786377,121.552001953125,133.535995483398,78.3899993896484,28.7760009765625,18,192.880004882812,150.328002929688,151.535995483398
"2367",0,1,0,0,1,0,7,1,160,1,45,1,32,NA,1,2,1,2.71066665649414,58.0857124328613,92.937141418457,133.214996337891,13.5638093948364,6.46857166290283,11.0699996948242,71.6495208740234,99.4057159423828,144.285003662109
"2368",0,1,0,0,0,1,4,0,160,1,30,1,19,NA,6,2,2,1.85899996757507,208.649993896484,180.830001831055,107.856002807617,23.1200008392334,36.9599990844727,5.6560001373291,231.769989013672,217.790008544922,113.512001037598
"2369",0,2,0,0,0,1,7,1,160,1,55,1,49,2,0,0,0,2.12833333015442,102.720001220703,149.086669921875,131.253326416016,2.36571431159973,3.09333324432373,18.9266662597656,105.085716247559,152.18000793457,150.179992675781
"2370",1,2,0,0,1,1,5,1,160,1,45,1,50,NA,NA,0,0,1.56349992752075,218.279998779297,126.688003540039,243.10400390625,79.4160003662109,88.1999969482422,233.170669555664,297.695983886719,214.888000488281,476.274658203125
"2371",1,1,0,0,1,1,5,1,160,2,50,1,NA,2,NA,2,0,1.34500002861023,114.704002380371,321,317.790008544922,76.4266662597656,47.9759979248047,84.8899993896484,191.130676269531,368.976013183594,402.679992675781
"2372",1,1,0,0,1,1,4,1,160,1,37,1,32,NA,6,0,0,0.636666715145111,84.5299987792969,214,340.973327636719,11.6400003433228,6.25,69.7022171020508,96.1699981689453,220.25,410.675537109375
"2373",1,2,1,0,0,1,9,1,160,1,39,1,39,2,NA,1,0,2.16949987411499,144.568893432617,158.787994384766,217.852005004883,7.64888906478882,40.2840003967285,31.6506671905518,152.217788696289,199.071990966797,249.502670288086
"2374",1,2,1,0,1,1,10,1,160,1,52,1,43,NA,NA,2,0,1.46333336830139,145.947998046875,296.033325195312,156.933334350586,6.25600004196167,17.2599983215332,16.4266662597656,152.203994750977,313.293334960938,173.360000610352
"2375",1,2,1,1,1,1,4,1,160,1,56,1,37,2,6,0,0,-1.12699997425079,633.440002441406,621.669982910156,238.610000610352,164.066665649414,199.029998779297,164.779998779297,797.506652832031,820.699951171875,403.390014648438
"2376",1,2,1,0,0,1,10,1,160,1,45,1,47,NA,6,3,3,1.13333332538605,116.84400177002,144.664001464844,129.470001220703,98.8906707763672,91.3280029296875,10,215.734680175781,235.992004394531,139.470001220703
"2377",0,1,0,0,0,0,7,1,160,1,43,1,32,NA,9,1,1,1.68899989128113,190.765716552734,193.822860717773,195.045715332031,45.5561904907227,33.1276206970215,66.0571441650391,236.321899414062,226.950485229492,261.102844238281
"2378",1,1,0,0,1,0,4,1,160,1,26,1,25,2,6,2,1,0.448000013828278,149.800003051758,311.369995117188,224.699996948242,70.2699966430664,88.3600006103516,122.019996643066,220.070007324219,399.72998046875,346.720001220703
"2379",1,1,0,0,1,1,8,1,160,1,40,0,42,NA,NA,2,1,3.07200002670288,36.3800010681152,110.804443359375,175.004440307617,6.57000017166138,7.95111131668091,69.1288909912109,42.9500007629395,118.755554199219,244.133331298828
"2380",1,1,1,0,1,1,9,1,160,1,51,1,39,NA,NA,0,0,1.94700002670288,62.297779083252,84.1733322143555,96.0622253417969,2.61777782440186,6.90222215652466,19.8400001525879,64.9155578613281,91.075553894043,115.902221679688
"2381",1,1,1,0,0,1,4,1,160,1,31,1,30,2,9,0,0,0.204999983310699,165.850006103516,263.220001220703,347.75,141.693328857422,33.4500007629395,171.993347167969,307.543334960938,296.670013427734,519.743347167969
"2382",1,1,0,0,1,1,4,0,160,1,33,0,26,NA,9,0,0,0.482999980449677,144.449996948242,164.779998779297,227.910003662109,30.0300006866455,62.5,19.1399993896484,174.479995727539,227.279998779297,247.050003051758
"2383",1,1,0,0,1,1,5,1,160,1,49,1,42,NA,3,0,0,0.541999995708466,230.264007568359,257.513336181641,247.526672363281,97.2560043334961,110.39111328125,18.9266662597656,327.52001953125,367.904449462891,266.453338623047
"2384",1,1,0,0,1,1,5,1,160,1,60,1,50,NA,NA,1,0,1.51099991798401,84.7440032958984,209.720001220703,116.416000366211,6.11199998855591,10.3333330154419,81.7839965820312,90.8560028076172,220.053329467773,198.199996948242
"2385",0,1,0,0,0,1,4,1,160,1,23,1,21,3,5,2,1,1.86999988555908,169.059997558594,133.75,199.447998046875,6.64000034332275,22.236665725708,18.992000579834,175.699996948242,155.986663818359,218.440002441406
"2386",0,1,0,0,1,1,5,1,160,1,38,1,25,2,5,2,1,2.38199996948242,48.7919998168945,203.727996826172,201.160003662109,3.05599999427795,5.59999990463257,88.2333297729492,51.8479995727539,209.328002929688,289.393341064453
"2387",0,1,0,0,1,1,6,1,160,1,44,1,43,NA,NA,0,0,2.4689998626709,117.699996948242,162.028564453125,131.824005126953,5.87999963760376,1.22285711765289,35.9466667175293,123.57999420166,163.251419067383,167.77067565918
"2388",0,2,1,0,1,1,7,1,160,1,53,1,50,NA,NA,1,0,1.76889991760254,33.0171432495117,133.902862548828,100.885711669922,3.46857142448425,6.75428581237793,82.8819122314453,36.4857139587402,140.657150268555,183.767623901367
"2389",1,2,0,0,1,1,12,1,160,1,42,1,37,2,5,3,1,2.1023998260498,134.463333129883,112.706665039062,100.385452270508,83.4911117553711,40.5355529785156,35.9975738525391,217.954437255859,153.242218017578,136.383026123047
"2390",1,1,1,0,0,1,4,1,160,1,32,1,31,3,3,1,0,1.63499999046326,104.860000610352,179.759994506836,149.800003051758,164.139999389648,9.64000034332275,29.3899993896484,269,189.399993896484,179.190002441406
"2391",1,1,0,0,0,0,4,1,160,2,26,1,NA,2,4,1,1,2.18700003623962,92.0199966430664,186.179992675781,251.449996948242,28.3199996948242,79.3000030517578,77.1100006103516,120.339996337891,265.47998046875,328.559997558594
"2392",1,2,1,0,0,1,6,1,160,1,58,1,55,NA,2,0,0,-0.626800000667572,84.1733322143555,114.846664428711,247.526672363281,15.5044441223145,116.060005187988,155.186676025391,99.6777801513672,230.906677246094,402.713348388672
"2393",1,2,1,0,0,1,7,1,160,1,40,1,27,2,0,0,0,2.1085000038147,89.2685699462891,101.497146606445,137.571426391602,23.1428565979004,31.2228584289551,52.9771423339844,112.411422729492,132.720001220703,190.548568725586
"2394",1,3,1,0,0,1,9,1,160,1,42,1,35,2,6,2,1,1.5939998626709,55.1644439697266,132.679992675781,217.744995117188,7.54370403289795,36.9822235107422,93.8616638183594,62.7081489562988,169.662216186523,311.606658935547
"2395",1,1,1,0,0,1,4,1,160,1,47,1,34,2,3,1,0,0.476000010967255,385.200012207031,149.800003051758,109.139999389648,228.5,33.2099990844727,33.4733352661133,613.700012207031,183.010009765625,142.613342285156
"2396",1,1,1,0,1,0,5,1,160,1,25,1,24,2,9,2,1,0.925000011920929,147.231994628906,113.847999572754,141.240005493164,6.25600004196167,17.3680000305176,70.1893310546875,153.487991333008,131.216003417969,211.429336547852
"2397",1,1,1,1,1,1,7,1,160,2,42,1,NA,1,6,3,1,2.33850002288818,97.2171401977539,1721.98669433594,513.599975585938,26.7866668701172,1663.93774414062,70.1333312988281,124.003807067871,3385.92431640625,583.733276367188
"2398",1,1,0,0,0,1,6,0,160,1,32,1,40,2,7,2,1,1.44199991226196,102.720001220703,111.99333190918,149.800003051758,10.6133337020874,91.9822235107422,39.0422210693359,113.333335876465,203.975555419922,188.842224121094
"2399",1,2,1,1,0,1,8,1,160,1,45,1,32,3,6,0,0,1.34500002861023,87.7399978637695,272.493347167969,164.066665649414,38.75,117.291107177734,193.606674194336,126.48999786377,389.784454345703,357.67333984375
"2400",0,1,0,0,0,1,5,0,160,1,54,1,44,NA,4,0,0,2.19199991226196,124.975997924805,439.984008789062,131.253326416016,36.2719993591309,227.738677978516,25.8333339691162,161.248001098633,667.72265625,157.086654663086
"2401",1,1,1,0,1,1,9,1,160,1,44,1,45,4,18,0,0,0.0652999877929688,54.6888885498047,232.546661376953,204.013336181641,34.2696266174316,66.4518508911133,40.2103691101074,88.9585113525391,298.998504638672,244.223709106445
"2402",1,2,1,1,1,1,12,1,160,1,46,1,37,NA,4,3,2,1.86240005493164,58.4933319091797,110.890907287598,196.880004882812,58.5,83.6242370605469,120.828338623047,116.99333190918,194.51513671875,317.708343505859
"2403",1,1,1,0,0,1,4,1,160,1,30,1,22,3,6,2,1,0.189999997615814,248.240005493164,193.669998168945,253.589996337891,49.6500015258789,69.9599990844727,20.1399993896484,297.890014648438,263.630004882812,273.72998046875
"2404",1,4,0,0,0,1,8,1,160,1,42,0,45,2,9,2,2,-0.332399994134903,279.269989013672,179.759994506836,445.654998779297,48.716667175293,109.093330383301,180.436676025391,327.986663818359,288.853332519531,626.091674804688
"2405",0,1,1,0,0,1,5,1,160,1,33,1,31,3,4,0,0,1.38599991798401,171.199996948242,182.328002929688,285.903991699219,42.3466682434082,113.813339233398,72.3786697387695,213.546661376953,296.141357421875,358.282653808594
"2406",1,1,0,0,1,1,4,1,160,1,35,1,31,2,9,1,1,-0.291999995708466,66.3399963378906,150.869995117188,136.960006713867,106.906661987305,20.3199996948242,29.6399993896484,173.246658325195,171.190002441406,166.600006103516
"2407",1,2,1,0,1,1,8,1,160,2,55,1,32,2,NA,0,0,-0.539733350276947,185.645004272461,146.178466796875,164.42333984375,122.721664428711,165.579498291016,61.7633323669434,308.366668701172,311.757965087891,226.186676025391
"2408",1,3,0,0,1,1,7,1,160,1,57,1,46,2,1,0,0,-0.216349989175797,179.759994506836,214,208.293334960938,115.318099975586,165.122222900391,100.273330688477,295.078094482422,379.122222900391,308.566650390625
"2409",1,1,1,1,1,1,5,1,160,1,40,0,35,2,6,0,0,-0.858166694641113,265.359985351562,590.640014648438,403.390014648438,64.9226684570312,161.08332824707,56.3499984741211,330.282653808594,751.723327636719,459.740020751953
"2410",1,1,1,0,1,0,5,1,160,1,19,1,20,4,15,2,2,0.018333313986659,97.5839996337891,128.399993896484,158.360000610352,85.1626663208008,185.25,79.0999984741211,182.746673583984,313.649993896484,237.459991455078
"2411",1,1,1,0,1,1,7,1,160,1,28,1,26,3,8,3,3,0.921999990940094,99.6628570556641,131.253326416016,165.49333190918,51.0476188659668,104.657775878906,76.7733306884766,150.710479736328,235.911102294922,242.266662597656
"2412",0,1,0,0,1,1,6,0,160,1,35,1,32,2,9,0,0,1.96300005912781,44.939998626709,109.139999389648,333.126678466797,86.7799987792969,52.751106262207,96.7133331298828,131.720001220703,161.89111328125,429.840026855469
"2413",1,2,1,0,1,1,5,1,160,1,32,1,30,3,6,2,1,0.612500011920929,110.424003601074,209.720001220703,151.511993408203,103.199996948242,155.744003295898,70.0079956054688,213.623992919922,365.463989257812,221.519989013672
"2414",1,1,0,0,1,1,5,1,160,1,42,1,38,2,6,0,0,-0.450000017881393,94.1600036621094,177.192001342773,706.200012207031,100.50666809082,116.912002563477,168.024002075195,194.66667175293,294.10400390625,874.223999023438
"2415",0,1,0,0,1,1,4,0,160,1,51,1,47,2,2,0,0,1.10466659069061,233.259994506836,394.829986572266,584.219970703125,73.6166687011719,280.919982910156,207.730010986328,306.876647949219,675.75,791.949951171875
"2416",0,1,0,0,1,1,4,0,160,1,27,1,22,2,9,2,2,1.68899989128113,143.380004882812,276.059997558594,254.660003662109,62.9233322143555,147.686676025391,24.5566673278809,206.303344726562,423.746673583984,279.216674804688
"2417",1,2,1,0,1,1,4,1,160,1,20,1,20,2,2,1,1,0.729666650295258,204.369995117188,173.768005371094,184.89599609375,24.8199996948242,132.023986816406,18.3120002746582,229.190002441406,305.7919921875,203.207992553711
"2418",1,1,0,0,1,1,5,0,160,1,37,1,38,NA,9,1,0,1.4909999370575,111.279998779297,199.020004272461,257.513336181641,75.0746612548828,83.4166717529297,138.882217407227,186.35466003418,282.436676025391,396.395568847656
"2419",1,2,0,0,1,1,8,0,160,1,48,1,43,NA,6,0,0,-0.284333318471909,103.790000915527,145.995559692383,133.631103515625,69.5449981689453,31.7437038421631,22.0518531799316,173.334991455078,177.7392578125,155.682952880859
"2420",1,2,0,0,1,1,4,1,160,1,33,1,32,2,9,0,0,-0.904666662216187,126.26000213623,309.230010986328,507.179992675781,191.66667175293,233.589996337891,207.41667175293,317.926666259766,542.820007324219,714.5966796875
"2421",0,1,0,0,1,1,4,1,160,1,38,1,29,2,9,1,0,0.982999980449677,104.860000610352,317.790008544922,310.299987792969,65.1399993896484,176.199996948242,75.6399993896484,170,493.989990234375,385.940002441406
"2422",1,1,0,0,1,1,5,1,160,1,37,1,38,2,5,1,0,1.06299996376038,317.575988769531,203.300003051758,291.651428222656,35.3333320617676,53.8066673278809,42.704761505127,352.909332275391,257.106658935547,334.356201171875
"2423",1,2,1,0,1,1,4,1,160,1,54,0,50,NA,NA,0,0,-0.537000000476837,231.119995117188,496.480010986328,533.573303222656,188.213333129883,547.444458007812,365.084442138672,419.333312988281,1043.92443847656,898.65771484375
"2424",1,2,0,0,1,1,9,1,160,1,40,1,38,NA,1,1,0,0.225499987602234,145.044448852539,341.177154541016,170.343994140625,10.6681480407715,102.775238037109,19.4160003662109,155.712600708008,443.952392578125,189.759994506836
"2425",0,1,0,0,0,1,5,1,160,2,36,1,17,3,6,0,0,1.11999988555908,112.991996765137,415.160003662109,556.400024414062,52.8559989929199,154.482666015625,113.626663208008,165.847991943359,569.642700195312,670.026672363281
"2426",0,1,0,0,1,1,6,0,160,1,42,1,39,2,NA,0,0,2.18099999427795,169.059997558594,283.193328857422,218.279998779297,66.0155563354492,137.513336181641,81.1399993896484,235.075561523438,420.706665039062,299.419982910156
"2427",1,1,0,0,1,1,5,1,160,1,48,1,38,2,6,0,0,-0.346666663885117,231.119995117188,115.559997558594,123.050003051758,85.0133361816406,124.751998901367,144.173324584961,316.133331298828,240.311996459961,267.223327636719
"2428",1,1,1,0,1,1,6,1,160,1,43,1,49,0,9,0,0,-0.335999995470047,82.7466659545898,199.733337402344,348.820007324219,23.2600002288818,132.10221862793,139.380004882812,106.00666809082,331.835571289062,488.200012207031
"2429",1,1,0,0,0,1,4,1,160,1,52,1,49,2,3,0,0,-0.633333325386047,235.399993896484,243.960006713867,243.960006713867,133.220001220703,541.736694335938,156.283325195312,368.619995117188,785.696716308594,400.243347167969
"2430",0,1,0,0,1,1,8,1,160,1,37,1,35,NA,6,0,0,2.66733336448669,99.5100021362305,106.048889160156,216.445709228516,8.28499984741211,22.3274078369141,136.380950927734,107.794998168945,128.37629699707,352.82666015625
"2431",0,1,0,0,1,1,8,1,160,1,48,1,39,2,NA,1,0,2.80133318901062,121.444999694824,182.205718994141,212.165710449219,111.251663208008,124.388572692871,106.165718078613,232.696655273438,306.594299316406,318.331420898438
"2432",0,2,1,0,1,1,6,1,160,1,54,1,50,NA,NA,0,0,1.46700000762939,210.433334350586,358.093322753906,344.540008544922,113.771110534668,315.126647949219,8.71333312988281,324.204437255859,673.219970703125,353.253356933594
"2433",1,1,0,0,1,1,6,1,160,1,30,1,27,2,9,2,1,0.540000021457672,86.3133316040039,119.839996337891,147.231994628906,68.7399978637695,83.9226684570312,11.456000328064,155.053329467773,203.762664794922,158.68798828125
"2434",1,1,1,NA,1,1,5,1,160,1,66,1,55,3,3,0,0,0.167333364486694,102.720001220703,206.296005249023,233.259994506836,15.2559995651245,94.0399932861328,121.139999389648,117.975997924805,300.335998535156,354.399993896484
"2435",1,1,1,0,1,1,4,1,160,1,32,1,28,2,6,0,0,-0.433999985456467,194.740005493164,136.960006713867,230.050003051758,8.89000034332275,15.8900003433228,223.653335571289,203.630004882812,152.850006103516,453.703338623047
"2436",0,1,0,0,1,1,5,1,160,1,35,1,27,NA,6,1,0,2.20599985122681,104.431999206543,193.455993652344,289.328002929688,48.1893348693848,38.8559989929199,19.7119998931885,152.621337890625,232.311996459961,309.040008544922
"2437",1,1,0,0,1,1,5,1,160,1,40,1,26,2,6,1,1,1.50600004196167,141.240005493164,208.007995605469,372.359985351562,22.6800003051758,79.3893356323242,255.123336791992,163.920013427734,287.397338867188,627.483337402344
"2438",0,2,0,0,1,1,7,1,160,1,41,1,41,NA,3,0,0,1.59150004386902,120.553337097168,156.52571105957,297.459991455078,44.0466651916504,49.1828575134277,1157.71325683594,164.600006103516,205.708572387695,1455.17321777344
"2439",1,1,1,0,1,1,7,1,160,1,44,1,42,2,2,0,0,1.97566652297974,158.971435546875,126.26000213623,180.473327636719,67.3733367919922,173.793334960938,24.546667098999,226.344772338867,300.053344726562,205.019989013672
"2440",0,1,0,0,1,1,6,0,160,1,62,1,55,NA,5,1,1,0.846999943256378,194.026672363281,169.773330688477,322.426666259766,121.908882141113,37.1266632080078,18.7600002288818,315.935546875,206.899993896484,341.186676025391
"2441",1,1,0,0,1,1,12,1,160,1,52,1,47,NA,NA,1,0,1.48070001602173,89.4909057617188,230.341812133789,310.883636474609,101.214546203613,158.122421264648,48.0509071350098,190.705444335938,388.464233398438,358.934539794922
"2442",0,1,0,0,1,1,5,1,160,1,65,1,62,NA,2,0,0,0.827833354473114,143.807998657227,205.440002441406,334.910003662109,143.879989624023,76.9033355712891,47.4599990844727,287.68798828125,282.343322753906,382.369995117188
"2443",0,1,0,0,1,1,6,1,160,2,34,1,NA,2,2,1,1,3.14199995994568,125.546669006348,137.67333984375,190.460006713867,85.1399993896484,78.3333358764648,47.2222213745117,210.686676025391,216.006683349609,237.682220458984
"2444",1,1,0,0,1,1,4,1,160,1,36,1,32,2,6,0,0,0.232999980449677,384.130004882812,218.279998779297,824.969970703125,263.669982910156,396.593322753906,662.803344726562,647.799987792969,614.873291015625,1487.77331542969
"2445",1,1,1,0,1,1,11,1,160,1,38,1,41,NA,3,4,3,2.73219990730286,140.461822509766,259.912719726562,195.809997558594,91.1769714355469,158.643646240234,21.25,231.638793945312,418.556365966797,217.059997558594
"2446",1,1,0,0,1,1,4,0,160,1,23,1,21,3,5,2,1,1.38499999046326,319.929992675781,459.029998779297,507.179992675781,114.410003662109,189.903335571289,188.936660766602,434.339996337891,648.933349609375,696.116638183594
"2447",0,2,0,0,1,1,7,1,160,1,60,1,37,NA,0,1,0,0.50110000371933,160.194290161133,189.175994873047,334.696014404297,12.1199998855591,58.6346664428711,83.7119979858398,172.31428527832,247.810668945312,418.408020019531
"2448",1,2,0,0,1,1,6,1,160,1,41,1,29,2,6,2,1,1.18499994277954,290.32666015625,225.413330078125,164.779998779297,92.7799911499023,143.220001220703,108.073341369629,383.106658935547,368.633331298828,272.853332519531
"2449",1,2,0,0,0,1,4,1,161,1,59,1,53,NA,2,0,0,0.140999972820282,135.889999389648,138.386672973633,296.746673583984,16.0699996948242,8.31555557250977,27.3333339691162,151.959991455078,146.702224731445,324.080017089844
"2450",1,2,1,0,1,1,6,1,161,1,57,1,67,NA,3,1,1,0.101999998092651,169.059997558594,105.573333740234,161.926666259766,92.2533340454102,34.8800010681152,132.533325195312,261.313323974609,140.453338623047,294.459991455078
"2451",1,2,0,0,0,1,6,1,161,1,70,1,63,NA,NA,1,1,1.08499991893768,79.1800003051758,111.99333190918,301.026672363281,46.533332824707,70.2688903808594,74.4177780151367,125.713333129883,182.262222290039,375.444458007812
"2452",1,1,0,0,0,1,4,1,161,1,50,1,18,4,2,0,0,1.02999997138977,108.069999694824,120.910003662109,224.699996948242,81.4866638183594,7.32000017166138,240.899993896484,189.556671142578,128.230010986328,465.599975585938
"2453",0,2,0,0,0,1,11,1,161,1,51,1,62,NA,6,3,3,1.4871666431427,131.901824951172,325.7080078125,210.498184204102,91.2981872558594,200.617324829102,148.824249267578,223.200012207031,526.325317382812,359.322448730469
"2454",0,1,0,0,1,1,8,0,161,1,49,1,38,NA,4,1,0,3.41799974441528,334.375,88.2750015258789,271.779998779297,46.5633316040039,96.7900009155273,83.0950012207031,380.938323974609,185.065002441406,354.875
"2455",0,1,1,0,1,1,4,1,161,1,30,1,25,2,9,1,1,1.7039999961853,93.0899963378906,337.049987792969,108.069999694824,79.3199996948242,165.723327636719,86.7133331298828,172.410003662109,502.773315429688,194.783325195312
"2456",0,1,1,0,1,1,5,1,161,1,45,1,44,NA,6,1,1,0.770000040531158,255.944000244141,224.699996948242,398.040008544922,183.768005371094,54.1666679382324,128.419998168945,439.712005615234,278.866668701172,526.460021972656
"2457",1,3,0,0,0,1,6,1,161,1,52,0,27,4,NA,0,0,0.69049996137619,106.286666870117,235.399993896484,325.279998779297,29.0466651916504,29.7599983215332,77.2333297729492,135.33332824707,265.160003662109,402.513336181641
"2458",1,1,0,0,0,0,5,1,161,1,39,1,37,2,3,0,0,0.686000049114227,144.664001464844,407.455993652344,281.623992919922,72.3786697387695,216.951995849609,156.477325439453,217.042663574219,624.407958984375,438.101318359375
"2459",0,1,0,0,0,1,7,1,161,2,49,1,51,NA,NA,0,0,2.21539998054504,73.9828567504883,173.645721435547,186.179992675781,133.373321533203,27.7333335876465,58.3800010681152,207.356170654297,201.379058837891,244.559997558594
"2460",1,2,1,0,0,1,5,1,161,1,49,1,42,2,6,0,0,0.108333349227905,247.169998168945,187.464004516602,395.471984863281,120.886665344238,7.45599985122681,263.314666748047,368.056671142578,194.919998168945,658.78662109375
"2461",0,1,0,0,0,1,7,1,161,1,46,1,46,NA,4,0,0,2.22140002250671,429.834289550781,221.337142944336,358.806671142578,351.792388916016,78.0019073486328,109.426666259766,781.626708984375,299.339050292969,468.233337402344
"2462",0,1,0,0,0,1,4,1,161,2,49,1,61,NA,NA,0,0,1.4779999256134,200.089996337891,108.426666259766,206.866668701172,221.25,4.09333324432373,288.3466796875,421.339996337891,112.519996643066,495.213348388672
"2463",0,1,0,0,0,1,5,1,161,1,53,1,48,NA,2,0,0,1.51699995994568,112.991996765137,62.4879989624023,148.087997436523,108.378662109375,28.8560009002686,14.7119998931885,221.370666503906,91.3440017700195,162.800003051758
"2464",1,1,1,0,1,1,4,1,161,1,66,0,52,NA,NA,1,1,1.05399990081787,174.410003662109,125.832000732422,82.3899993896484,224.443328857422,40.5359992980957,278.579986572266,398.853332519531,166.36799621582,360.969970703125
"2465",0,1,0,0,1,1,10,1,161,1,43,1,39,2,6,3,2,3.45099973678589,89.4520034790039,66.1022186279297,123.168891906738,53.5559997558594,47.3822250366211,45.5066680908203,143.007995605469,113.484443664551,168.675567626953
"2466",0,2,1,0,1,1,8,1,161,1,62,1,39,NA,NA,0,0,2.61633324623108,128.934997558594,129.622863769531,132.068572998047,107.078330993652,38.7714309692383,39.0571441650391,236.013336181641,168.394287109375,171.125717163086
"2467",1,1,1,0,1,1,5,1,161,1,41,1,35,2,9,1,0,1.51099991798401,151.511993408203,208.649993896484,113.419998168945,77.3119964599609,24.6399993896484,65,228.823989868164,233.289993286133,178.419998168945
"2468",0,1,0,0,0,1,5,0,161,1,34,0,35,2,1,1,0,1.94533324241638,93.3040008544922,74.4720001220703,139.52799987793,61.8453330993652,44.8693313598633,90,155.149337768555,119.341331481934,229.52799987793
"2469",1,1,0,0,0,1,5,1,161,1,29,1,24,NA,9,2,1,0.464999973773956,163.496002197266,95.8720016479492,93.446662902832,100.10400390625,104.138664245605,46.6666679382324,263.600006103516,200.010665893555,140.113327026367
"2470",1,2,0,0,1,1,7,1,161,1,57,1,56,NA,NA,0,0,0.98850005865097,119.839996337891,147.660003662109,131.966659545898,38.5009536743164,16.7800006866455,38.3333320617676,158.340942382812,164.440002441406,170.299987792969
"2471",1,3,1,0,1,1,12,1,161,1,58,1,50,NA,9,1,0,0.727000057697296,62.4166679382324,38.9480018615723,109.996002197266,17.736665725708,53.4893341064453,395,80.1533355712891,92.4373321533203,504.996002197266
"2472",1,3,0,0,1,1,6,1,161,1,54,1,46,NA,4,1,1,0.369200050830841,144.093338012695,126.26000213623,251.093338012695,47.9733352661133,47.0033340454102,100,192.066680908203,173.263336181641,351.093322753906
"2473",1,2,1,0,0,1,7,1,161,1,46,0,41,2,6,1,0,2.00316667556763,82.542854309082,100.274284362793,223.782852172852,49.3580932617188,50.7790451049805,54.2857131958008,131.900939941406,151.053329467773,278.068572998047
