"wouldvote","peacefactor","peace_formerenemies","peace_jjindiv","peace_jjtribes","gos_soldier_execute","directlyharmed","age","farmer_dar","herder_dar","pastvoted","hhsize_darfur","village","female"
0,0.202008432366002,0,0,0,0,0,30,0,0,1,10,"Tina",1
0,0.794918419993918,1,0,1,0,1,51,1,1,1,9,"Tina",1
0,0,0,0,0,1,0,45,1,0,1,8,"Tina",1
1,1,1,1,1,0,1,45,1,1,0,6,"Tina",0
1,0.202008432366002,0,0,0,0,0,20,0,0,1,12,"Tina",1
1,0.498250859284323,1,1,0,1,0,48,1,1,1,13,"Tina",0
0,0.202008432366002,0,0,0,0,0,20,0,0,1,10,"Tina",1
1,0,0,0,0,1,1,32,1,0,0,9,"Tindosia",1
0,0.202008432366002,0,0,0,0,0,60,1,0,1,8,"Tindosia",1
0,0,0,0,0,1,0,35,1,0,1,7,"Tina",1
1,1,1,1,1,0,1,53,1,1,0,8,"Tina",0
1,0.592909987627917,1,0,1,1,0,65,0,0,1,5,"Tinko",0
1,1,1,1,1,0,1,38,1,0,1,8,"Todobay",0
0,0,0,0,0,1,0,35,1,0,0,5,"Todobay",1
0,0,0,0,0,1,0,19,0,0,1,21,"Todusa",1
0,0,0,0,0,1,1,34,1,1,1,7,"Tolos",1
1,1,1,1,1,0,1,24,0,0,0,19,"Tolos",0
0,0,0,0,0,1,1,21,1,0,1,10,"Tolos",1
1,0,0,0,0,1,1,37,1,0,1,7,"Tolos",0
1,0.293169279278242,1,0,0,1,1,24,1,0,1,8,"Tolos",1
0,0.504822288355756,0,1,1,1,0,24,1,0,0,3,"Tolos",1
0,0,0,0,0,1,0,19,1,0,1,5,"Tolos",0
1,0,0,0,0,1,1,25,1,1,1,3,"Tolos",1
1,0.501749140715677,0,0,1,0,1,20,1,0,1,6,"Tolos",1
1,0.495177711644244,1,0,0,0,1,68,1,0,1,12,"Tondobay",0
1,0.794918419993918,1,0,1,0,1,35,1,0,1,3,"Tondobay",0
1,0,0,0,0,1,1,27,1,0,0,7,"Tonogo",1
1,1,1,1,1,0,1,40,0,0,1,7,"Tor Hilla Bardi",1
0,1,1,1,1,0,1,34,0,0,0,9,"Torgono",0
1,0.205081580006082,0,1,0,1,1,26,1,0,1,12,"Tribaba",1
0,0,0,0,0,1,1,20,1,1,1,3,"Tukul Tukul",1
1,0,0,0,0,1,1,23,1,0,1,8,"Tukul Tukul",0
0,0,0,0,0,1,1,42,1,0,0,8,"Tukul Tukul",1
0,0.202008432366002,0,0,0,0,1,24,0,0,1,2,"Tumbuka",0
0,0,0,0,0,1,0,62,1,0,0,5,"Tundobaya",0
1,0.293169279278242,1,0,0,1,0,19,1,0,1,12,"Tundosa",0
1,0.706830720721758,0,1,1,0,1,34,0,0,0,6,"Tunuko",0
0,0,0,0,0,1,0,29,1,0,1,8,"Tweng",0
0,0,0,0,0,1,1,27,1,0,1,7,"Um Aruba",1
1,1,1,1,1,0,0,26,0,0,1,15,"Um Baro",1
1,0.501749140715677,0,0,1,0,1,56,1,0,0,16,"Um Baro",0
0,0,0,0,0,1,1,35,1,0,0,19,"Um Baro",1
1,0,0,0,0,1,0,35,1,1,1,4,"Um Baro",0
1,0,0,0,0,1,1,45,1,0,1,9,"Um Baro",0
0,0.202008432366002,0,0,0,0,0,39,0,0,1,6,"Um Baro",0
0,0,0,0,0,1,0,23,1,0,1,10,"Um Baro",0
1,0.202008432366002,0,0,0,0,1,26,1,0,0,9,"Um Baro",0
1,0.202008432366002,0,0,0,0,1,37,1,0,0,5,"Um Baro",0
0,0.293169279278242,1,0,0,1,1,40,1,0,0,10,"Um Baro",1
0,0,0,0,0,1,0,27,0,0,1,9,"Um Baro",1
1,0.501749140715677,0,0,1,0,0,37,0,0,0,2,"Um Baro",0
0,0.293169279278242,1,0,0,1,1,24,1,1,1,5,"Um Baro",1
1,0.592909987627917,1,0,1,1,1,19,1,1,1,11,"Um Baro",0
0,0.202008432366002,0,0,0,0,0,27,1,1,1,8,"Um Baro",1
1,0,0,0,0,1,0,50,1,0,1,26,"Um Baro",0
0,0,0,0,0,1,0,45,1,0,0,5,"Um Baro",1
1,0.293169279278242,1,0,0,1,0,40,1,1,0,12,"Um Baro",0
0,0.293169279278242,1,0,0,1,0,45,1,0,0,10,"Um Baro",1
0,1,1,1,1,0,0,40,1,0,1,2,"Um Chouch",0
1,0.202008432366002,0,0,0,0,1,27,1,0,0,4,"Um Darabairu",0
1,0.202008432366002,0,0,0,0,1,51,1,0,0,5,"Um Darabiru",1
1,0,0,0,0,1,0,33,1,0,1,8,"Um Deriwa",0
0,0,0,0,0,1,0,27,1,0,1,5,"Um Deriwa",1
1,0.299740708349675,0,0,1,1,0,36,0,0,1,8,"Um Dorbiro",0
1,0.794918419993918,1,0,1,0,1,47,1,0,0,10,"Um Drisa",0
0,0,0,0,0,1,0,20,1,1,1,5,"Um Gabeera",1
0,1,1,1,1,0,1,27,0,0,1,8,"Um Haruba",0
0,0.794918419993918,1,0,1,0,1,31,1,0,1,3,"Um Horoba",0
0,0.202008432366002,0,0,0,0,0,32,1,0,1,16,"Um Kharouba",1
0,0.504822288355756,0,1,1,1,0,30,1,0,1,4,"Um Kheir",1
1,0.495177711644244,1,0,0,0,0,38,1,0,0,8,"Um Kheir",0
1,0,0,0,0,1,1,18,1,0,1,7,"Um Kheir",0
0,0.794918419993918,1,0,1,0,1,34,0,0,1,7,"Um Kheir",0
0,0,0,0,0,1,0,35,1,0,1,3,"Um Kheir",1
0,0.293169279278242,1,0,0,1,1,23,1,0,1,15,"Um Kheir",1
0,1,1,1,1,0,1,37,1,0,1,8,"Um Kheir",1
1,0,0,0,0,1,1,80,1,0,1,9,"Um Kheir",1
1,0.202008432366002,0,0,0,0,0,26,1,0,0,7,"Um Khorba",0
0,0.794918419993918,1,0,1,0,0,25,1,0,1,9,"Um Majara",1
1,0,0,0,0,1,1,35,1,0,1,6,"Um Roam",1
1,0.202008432366002,0,0,0,0,1,18,1,0,0,5,"Um Shegera",1
1,1,1,1,1,0,0,84,0,0,1,5,"Um Yuuyra",0
0,0.495177711644244,1,0,0,0,0,35,1,0,1,6,"Urdee",0
1,0,0,0,0,1,0,25,1,0,1,4,"Urum",1
0,0.797991567633998,1,1,1,1,0,72,1,0,0,14,"Urum",0
0,0,0,0,0,1,1,75,1,0,0,20,"Usri",0
0,0.202008432366002,0,0,0,0,0,27,1,0,1,8,"Ustani",0
0,1,1,1,1,0,0,35,1,0,0,5,"Varum",0
0,0.592909987627917,1,0,1,1,0,18,0,0,1,8,"Varum",0
0,0,0,0,0,1,0,38,1,0,1,7,"Wada Alnil",1
1,0.202008432366002,0,0,0,0,1,46,1,0,1,16,"Wadareeb",0
0,0.202008432366002,0,0,0,0,1,25,1,0,1,14,"Wadareeb",1
1,0,0,0,0,1,1,50,1,1,1,8,"Wadi Kaja",1
1,0.797991567633998,1,1,1,1,1,34,0,0,1,8,"Wadi Nyala",0
1,0.202008432366002,0,0,0,0,1,37,0,0,1,5,"Wadi Nyala",0
0,0,0,0,0,1,0,24,0,0,1,9,"Wadi Nyala",1
1,0,0,0,0,1,0,27,1,0,1,7,"Wadi Nyala",0
0,0.495177711644244,1,0,0,0,1,27,1,0,1,8,"Wadi Nyala",0
1,0.797991567633998,1,1,1,1,0,36,0,0,1,5,"Wadi Nyala",0
0,0,0,0,0,1,1,45,1,0,0,5,"Wadi Nyala",1
0,0.293169279278242,1,0,0,1,0,25,1,0,1,2,"Wadi Nyala",1
1,0,0,0,0,1,1,20,1,0,1,4,"Wadi Nyala",1
1,0,0,0,0,1,1,20,1,1,1,7,"Wadi Rati",1
0,0,0,0,0,1,1,41,1,0,0,6,"Wadi Salih",0
0,0,0,0,0,1,1,25,0,0,1,19,"Wadi Salih",1
0,0.299740708349675,0,0,1,1,0,26,1,0,0,16,"Wadi Salih",1
1,0,0,0,0,1,1,35,1,1,0,14,"Waimana",1
0,0,0,0,0,1,0,19,1,0,1,9,"Al Geneina",1
1,0,0,0,0,1,0,34,1,0,0,15,"West Jagama",0
1,0,0,0,0,1,0,75,1,0,0,7,"Wigo",0
1,0,0,0,0,1,1,40,1,0,0,7,"Yahya",0
0,0.501749140715677,0,0,1,0,1,38,1,0,1,10,"Yuru",0
0,0.202008432366002,0,0,0,0,0,39,1,0,0,8,"Zalingi",0
0,0,0,0,0,1,1,38,1,0,1,6,"Zalingi",1
1,0.797991567633998,1,1,1,1,0,35,0,0,1,5,"the eastern quarter",0
